ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-200433,CUST-10232,Login Issue,Medium,Escalated,13,2
TKT-200434,CUST-10233,Technical Problem,Low,Resolved,1,9
TKT-200435,CUST-10233,Service Outage,High,Escalated,2,9
TKT-200436,CUST-10234,Cancellation Request,Low,Escalated,14,2
TKT-200437,CUST-10234,Technical Problem,High,Resolved,5,6
TKT-200438,CUST-10234,Feature Request,Medium,Resolved,3,1
TKT-200439,CUST-10235,Speed Problem,Low,Pending,1,3
TKT-200440,CUST-10236,Account Issue,Low,Resolved,14,1
TKT-200441,CUST-10236,Cancellation Request,High,Pending,11,10
TKT-200442,CUST-10236,Technical Problem,Medium,Pending,10,7
TKT-200443,CUST-10238,Billing Issue,Medium,Resolved,7,9
TKT-200444,CUST-10239,Cancellation Request,Medium,Closed,5,2
TKT-200445,CUST-10239,Speed Problem,High,Escalated,5,10
TKT-200446,CUST-10239,Login Issue,Low,Resolved,4,9
TKT-200447,CUST-10239,Technical Problem,Low,Pending,12,1
TKT-200448,CUST-10242,Billing Issue,Medium,Resolved,2,1
TKT-200449,CUST-10242,Feature Request,Low,Resolved,7,4
TKT-200450,CUST-10242,Account Issue,High,Pending,3,8
TKT-200451,CUST-10242,Technical Problem,Low,Resolved,13,6
TKT-200452,CUST-10243,Billing Issue,Low,Pending,5,2
TKT-200453,CUST-10243,Service Outage,High,Escalated,3,3
TKT-200454,CUST-10245,Feature Request,Medium,Resolved,11,7
TKT-200455,CUST-10246,Login Issue,Medium,Pending,8,4
TKT-200456,CUST-10248,Service Outage,Low,Escalated,10,9
TKT-200457,CUST-10249,Speed Problem,Medium,Resolved,10,1
TKT-200458,CUST-10250,Speed Problem,High,Closed,14,7
TKT-200459,CUST-10252,Speed Problem,Low,Resolved,10,7
TKT-200460,CUST-10252,Feature Request,Medium,Escalated,4,7
TKT-200461,CUST-10253,Service Outage,Low,Closed,11,3
TKT-200462,CUST-10253,Feature Request,Low,Escalated,11,6
TKT-200463,CUST-10253,Service Outage,Medium,Pending,14,8
TKT-200464,CUST-10253,Login Issue,High,Pending,1,7
TKT-200465,CUST-10254,Speed Problem,Low,Escalated,13,4
TKT-200466,CUST-10254,Speed Problem,Medium,Closed,6,9
TKT-200467,CUST-10254,Feature Request,Medium,Resolved,10,2
TKT-200468,CUST-10255,Cancellation Request,Low,Pending,11,6
TKT-200469,CUST-10256,Account Issue,Medium,Escalated,4,1
TKT-200470,CUST-10257,Feature Request,Low,Resolved,10,10
TKT-200471,CUST-10258,Service Outage,High,Escalated,13,7
TKT-200472,CUST-10258,Technical Problem,High,Escalated,14,10
TKT-200473,CUST-10258,Account Issue,Medium,Pending,14,2
TKT-200474,CUST-10259,Speed Problem,High,Escalated,3,10
TKT-200475,CUST-10259,Feature Request,Low,Pending,3,5
TKT-200476,CUST-10260,Speed Problem,Low,Closed,3,4
TKT-200477,CUST-10260,Feature Request,Low,Pending,10,5
TKT-200478,CUST-10260,Service Outage,High,Escalated,1,6
TKT-200479,CUST-10260,Billing Issue,High,Escalated,5,9
TKT-200480,CUST-10261,Technical Problem,Medium,Pending,12,7
TKT-200481,CUST-10261,Feature Request,High,Pending,6,5
TKT-200482,CUST-10262,Billing Issue,High,Escalated,14,7
TKT-200483,CUST-10263,Login Issue,High,Escalated,6,3
TKT-200484,CUST-10263,Speed Problem,Medium,Closed,14,3
TKT-200485,CUST-10264,Cancellation Request,Medium,Closed,14,2
TKT-200486,CUST-10264,Login Issue,Low,Closed,13,1
TKT-200487,CUST-10264,Technical Problem,High,Resolved,2,3
TKT-200488,CUST-10265,Cancellation Request,Low,Resolved,11,10
TKT-200489,CUST-10265,Service Outage,High,Pending,12,2
TKT-200490,CUST-10265,Login Issue,Low,Resolved,2,2
TKT-200491,CUST-10266,Account Issue,Medium,Pending,12,4
TKT-200492,CUST-10266,Feature Request,Low,Escalated,13,7
TKT-200493,CUST-10267,Account Issue,High,Pending,12,6
TKT-200494,CUST-10267,Service Outage,Low,Resolved,3,9
TKT-200495,CUST-10267,Cancellation Request,Medium,Closed,8,2
TKT-200496,CUST-10267,Cancellation Request,Medium,Escalated,11,1
TKT-200497,CUST-10268,Login Issue,Medium,Resolved,4,1
TKT-200498,CUST-10269,Cancellation Request,Medium,Pending,9,2
TKT-200499,CUST-10269,Speed Problem,High,Closed,14,5
TKT-200500,CUST-10270,Technical Problem,Medium,Pending,1,6
TKT-200501,CUST-10271,Speed Problem,Low,Resolved,5,7
TKT-200502,CUST-10271,Speed Problem,Medium,Pending,13,9
TKT-200503,CUST-10271,Speed Problem,Medium,Escalated,7,1
TKT-200504,CUST-10272,Billing Issue,Low,Closed,1,4
TKT-200505,CUST-10272,Cancellation Request,Low,Escalated,5,3
TKT-200506,CUST-10272,Login Issue,Low,Closed,13,9
TKT-200507,CUST-10272,Service Outage,Low,Escalated,5,4
TKT-200508,CUST-10272,Speed Problem,Low,Pending,10,3
TKT-200509,CUST-10273,Speed Problem,Low,Escalated,2,8
TKT-200510,CUST-10273,Service Outage,High,Resolved,3,10
TKT-200511,CUST-10275,Billing Issue,Low,Closed,13,4
TKT-200512,CUST-10275,Account Issue,Low,Closed,1,3
TKT-200513,CUST-10276,Feature Request,High,Escalated,4,2
TKT-200514,CUST-10276,Account Issue,Low,Escalated,12,6
TKT-200515,CUST-10278,Login Issue,High,Pending,11,6
TKT-200516,CUST-10279,Service Outage,Low,Pending,4,1
TKT-200517,CUST-10280,Login Issue,Low,Closed,7,7
TKT-200518,CUST-10281,Speed Problem,Low,Closed,6,8
TKT-200519,CUST-10282,Service Outage,Low,Escalated,2,4
TKT-200520,CUST-10282,Account Issue,High,Escalated,11,8
TKT-200521,CUST-10283,Billing Issue,Medium,Escalated,7,3
TKT-200522,CUST-10283,Service Outage,Low,Pending,14,1
TKT-200523,CUST-10284,Billing Issue,Medium,Resolved,12,3
TKT-200524,CUST-10284,Technical Problem,High,Pending,12,7
TKT-200525,CUST-10284,Speed Problem,Low,Resolved,5,6
TKT-200526,CUST-10284,Account Issue,High,Escalated,12,7
TKT-200527,CUST-10285,Technical Problem,Low,Escalated,9,9
TKT-200528,CUST-10286,Service Outage,High,Pending,9,1
TKT-200529,CUST-10286,Technical Problem,High,Escalated,9,7
TKT-200530,CUST-10287,Account Issue,Medium,Escalated,2,1
TKT-200531,CUST-10287,Speed Problem,Medium,Resolved,6,8
TKT-200532,CUST-10288,Service Outage,Low,Resolved,10,4
TKT-200533,CUST-10288,Technical Problem,Low,Closed,14,5
TKT-200534,CUST-10288,Cancellation Request,Medium,Pending,10,9
TKT-200535,CUST-10288,Feature Request,High,Resolved,14,10
TKT-200536,CUST-10288,Login Issue,High,Resolved,11,10
TKT-200537,CUST-10291,Account Issue,Medium,Resolved,12,4
TKT-200538,CUST-10291,Feature Request,High,Resolved,11,4
TKT-200539,CUST-10291,Cancellation Request,Low,Resolved,11,7
TKT-200540,CUST-10292,Cancellation Request,High,Resolved,5,1
TKT-200541,CUST-10293,Service Outage,High,Closed,9,6
TKT-200542,CUST-10293,Cancellation Request,Low,Closed,1,1
TKT-200543,CUST-10295,Billing Issue,High,Resolved,2,7
TKT-200544,CUST-10297,Cancellation Request,Low,Pending,14,3
TKT-200545,CUST-10298,Technical Problem,Low,Resolved,13,6
TKT-200546,CUST-10298,Service Outage,High,Escalated,6,5
TKT-200547,CUST-10298,Feature Request,Medium,Resolved,6,8
TKT-200548,CUST-10298,Technical Problem,High,Resolved,1,1
TKT-200549,CUST-10298,Cancellation Request,Low,Resolved,8,7
TKT-200550,CUST-10298,Service Outage,Low,Closed,13,8
TKT-200551,CUST-10300,Feature Request,Low,Closed,14,7
TKT-200552,CUST-10301,Account Issue,Low,Pending,1,9
TKT-200553,CUST-10301,Billing Issue,High,Closed,8,9
TKT-200554,CUST-10301,Feature Request,Medium,Pending,3,3
TKT-200555,CUST-10301,Cancellation Request,High,Closed,6,6
TKT-200556,CUST-10302,Account Issue,Low,Pending,4,7
TKT-200557,CUST-10303,Cancellation Request,Low,Closed,10,9
TKT-200558,CUST-10303,Billing Issue,Low,Escalated,2,3
TKT-200559,CUST-10303,Cancellation Request,Low,Closed,5,4
TKT-200560,CUST-10306,Billing Issue,High,Escalated,2,9
TKT-200561,CUST-10307,Feature Request,Medium,Pending,10,9
TKT-200562,CUST-10308,Billing Issue,Medium,Resolved,5,1
TKT-200563,CUST-10308,Account Issue,Low,Pending,1,1
TKT-200564,CUST-10309,Technical Problem,Medium,Pending,12,4
TKT-200565,CUST-10309,Feature Request,High,Closed,5,6
TKT-200566,CUST-10309,Service Outage,Medium,Resolved,13,9
TKT-200567,CUST-10310,Cancellation Request,Medium,Escalated,4,2
TKT-200568,CUST-10310,Account Issue,High,Escalated,9,4
TKT-200569,CUST-10310,Technical Problem,Medium,Resolved,11,6
TKT-200570,CUST-10310,Speed Problem,Medium,Resolved,6,10
TKT-200571,CUST-10311,Account Issue,Low,Closed,10,6
TKT-200572,CUST-10311,Account Issue,High,Pending,1,3
TKT-200573,CUST-10312,Service Outage,Medium,Resolved,11,6
TKT-200574,CUST-10314,Login Issue,Low,Resolved,7,10
TKT-200575,CUST-10315,Service Outage,High,Escalated,11,9
TKT-200576,CUST-10315,Service Outage,High,Escalated,7,3
TKT-200577,CUST-10315,Account Issue,Low,Escalated,13,1
TKT-200578,CUST-10317,Billing Issue,Low,Escalated,6,5
TKT-200579,CUST-10317,Account Issue,Medium,Escalated,8,2
TKT-200580,CUST-10318,Cancellation Request,Medium,Pending,9,3
TKT-200581,CUST-10318,Login Issue,Low,Pending,13,6
TKT-200582,CUST-10319,Cancellation Request,High,Pending,2,9
TKT-200583,CUST-10319,Login Issue,High,Pending,6,3
TKT-200584,CUST-10319,Billing Issue,High,Closed,2,2
TKT-200585,CUST-10320,Feature Request,Low,Pending,4,4
TKT-200586,CUST-10320,Speed Problem,Medium,Escalated,2,2
TKT-200587,CUST-10322,Account Issue,Medium,Pending,12,7
TKT-200588,CUST-10322,Billing Issue,Medium,Escalated,4,1
TKT-200589,CUST-10322,Service Outage,Medium,Escalated,14,4
TKT-200590,CUST-10322,Feature Request,Low,Escalated,5,7
TKT-200591,CUST-10322,Account Issue,Medium,Resolved,7,10
TKT-200592,CUST-10323,Billing Issue,Medium,Escalated,3,1
TKT-200593,CUST-10324,Technical Problem,Low,Pending,4,5
TKT-200594,CUST-10325,Cancellation Request,Medium,Pending,7,4
TKT-200595,CUST-10325,Technical Problem,Medium,Pending,11,6
TKT-200596,CUST-10326,Speed Problem,Medium,Closed,11,6
TKT-200597,CUST-10327,Cancellation Request,Medium,Escalated,4,8
TKT-200598,CUST-10328,Login Issue,Low,Escalated,9,2
TKT-200599,CUST-10328,Login Issue,Low,Closed,12,4
TKT-200600,CUST-10330,Account Issue,Medium,Closed,9,3
TKT-200601,CUST-10330,Technical Problem,Medium,Closed,11,8
TKT-200602,CUST-10330,Cancellation Request,Medium,Closed,10,6
TKT-200603,CUST-10330,Cancellation Request,Low,Pending,14,9
TKT-200604,CUST-10330,Speed Problem,High,Closed,11,3
TKT-200605,CUST-10331,Technical Problem,High,Pending,6,8
TKT-200606,CUST-10331,Service Outage,High,Resolved,2,7
TKT-200607,CUST-10331,Feature Request,Medium,Closed,11,10
TKT-200608,CUST-10331,Login Issue,Low,Pending,13,7
TKT-200609,CUST-10332,Speed Problem,Low,Closed,14,1
TKT-200610,CUST-10332,Feature Request,High,Pending,6,4
TKT-200611,CUST-10332,Billing Issue,Low,Escalated,2,8
TKT-200612,CUST-10333,Speed Problem,Medium,Pending,5,7
TKT-200613,CUST-10334,Account Issue,Medium,Resolved,2,2
TKT-200614,CUST-10334,Cancellation Request,Low,Pending,13,7
TKT-200615,CUST-10334,Login Issue,Low,Pending,3,7
TKT-200616,CUST-10334,Cancellation Request,Low,Resolved,13,2
TKT-200617,CUST-10336,Service Outage,Medium,Escalated,13,10
TKT-200618,CUST-10336,Service Outage,Low,Closed,3,5
TKT-200619,CUST-10337,Cancellation Request,High,Pending,4,10
TKT-200620,CUST-10337,Feature Request,Low,Escalated,4,10
TKT-200621,CUST-10337,Billing Issue,High,Escalated,10,1
TKT-200622,CUST-10338,Service Outage,High,Resolved,8,8
TKT-200623,CUST-10338,Login Issue,Low,Closed,10,4
TKT-200624,CUST-10338,Cancellation Request,Medium,Resolved,9,4
TKT-200625,CUST-10340,Login Issue,Low,Pending,11,8
TKT-200626,CUST-10341,Account Issue,High,Pending,14,6
TKT-200627,CUST-10341,Cancellation Request,Low,Escalated,14,5
TKT-200628,CUST-10342,Account Issue,Medium,Closed,9,10
TKT-200629,CUST-10342,Speed Problem,Medium,Resolved,8,7
TKT-200630,CUST-10342,Login Issue,High,Pending,10,6
TKT-200631,CUST-10343,Account Issue,Low,Closed,3,7
TKT-200632,CUST-10344,Login Issue,Low,Escalated,13,3
TKT-200633,CUST-10345,Feature Request,Low,Pending,9,5
TKT-200634,CUST-10345,Cancellation Request,Medium,Escalated,13,9
TKT-200635,CUST-10345,Login Issue,Low,Escalated,5,2
TKT-200636,CUST-10345,Billing Issue,Low,Resolved,2,4
TKT-200637,CUST-10346,Login Issue,High,Closed,2,3
TKT-200638,CUST-10346,Feature Request,Low,Pending,2,10
TKT-200639,CUST-10347,Billing Issue,High,Escalated,5,1
TKT-200640,CUST-10347,Speed Problem,Medium,Closed,14,2
TKT-200641,CUST-10348,Technical Problem,Medium,Resolved,10,8
TKT-200642,CUST-10348,Billing Issue,High,Pending,3,9
TKT-200643,CUST-10349,Technical Problem,Medium,Resolved,3,5
TKT-200644,CUST-10349,Service Outage,High,Resolved,4,9
TKT-200645,CUST-10351,Billing Issue,Medium,Closed,7,4
TKT-200646,CUST-10355,Speed Problem,Low,Escalated,12,7
TKT-200647,CUST-10356,Service Outage,Low,Pending,2,6
TKT-200648,CUST-10357,Login Issue,Medium,Pending,4,3
TKT-200649,CUST-10358,Cancellation Request,High,Resolved,6,4
TKT-200650,CUST-10359,Cancellation Request,Low,Escalated,10,5
TKT-200651,CUST-10360,Technical Problem,High,Pending,13,7
TKT-200652,CUST-10360,Account Issue,Medium,Escalated,6,4
TKT-200653,CUST-10362,Account Issue,Medium,Pending,7,4
TKT-200654,CUST-10363,Account Issue,Low,Closed,11,5
TKT-200655,CUST-10364,Account Issue,High,Pending,7,7
TKT-200656,CUST-10364,Speed Problem,Low,Pending,9,4
TKT-200657,CUST-10364,Feature Request,High,Escalated,13,8
TKT-200658,CUST-10365,Feature Request,High,Escalated,11,4
TKT-200659,CUST-10365,Account Issue,Medium,Resolved,8,8
TKT-200660,CUST-10365,Login Issue,Low,Closed,4,9
TKT-200661,CUST-10367,Billing Issue,High,Closed,11,2
TKT-200662,CUST-10367,Account Issue,Low,Escalated,2,10
TKT-200663,CUST-10368,Billing Issue,High,Pending,10,3
TKT-200664,CUST-10369,Service Outage,High,Resolved,6,5
TKT-200665,CUST-10369,Billing Issue,High,Pending,1,5
TKT-200666,CUST-10370,Billing Issue,High,Closed,2,9
TKT-200667,CUST-10370,Service Outage,High,Pending,13,4
TKT-200668,CUST-10370,Login Issue,Low,Pending,2,1
TKT-200669,CUST-10371,Account Issue,Medium,Closed,11,4
TKT-200670,CUST-10371,Feature Request,Low,Escalated,13,9
TKT-200671,CUST-10372,Account Issue,Medium,Resolved,12,4
TKT-200672,CUST-10373,Technical Problem,High,Resolved,8,2
TKT-200673,CUST-10373,Technical Problem,Low,Closed,4,4
TKT-200674,CUST-10373,Account Issue,Medium,Pending,6,8
TKT-200675,CUST-10374,Service Outage,Medium,Pending,11,1
TKT-200676,CUST-10375,Billing Issue,Low,Escalated,7,9
TKT-200677,CUST-10375,Cancellation Request,High,Escalated,4,6
TKT-200678,CUST-10375,Service Outage,Low,Escalated,4,1
TKT-200679,CUST-10377,Service Outage,Medium,Pending,12,2
TKT-200680,CUST-10378,Technical Problem,High,Escalated,13,9
TKT-200681,CUST-10378,Technical Problem,High,Escalated,14,3
TKT-200682,CUST-10379,Service Outage,High,Resolved,8,4
TKT-200683,CUST-10380,Service Outage,Medium,Closed,13,3
TKT-200684,CUST-10381,Speed Problem,High,Escalated,7,6
TKT-200685,CUST-10382,Cancellation Request,Medium,Escalated,12,8
TKT-200686,CUST-10382,Billing Issue,Low,Escalated,13,6
TKT-200687,CUST-10383,Billing Issue,High,Escalated,10,5
TKT-200688,CUST-10384,Billing Issue,Low,Resolved,10,8
TKT-200689,CUST-10384,Service Outage,Medium,Closed,13,10
TKT-200690,CUST-10386,Service Outage,Low,Escalated,11,6
TKT-200691,CUST-10386,Speed Problem,High,Closed,13,8
TKT-200692,CUST-10386,Speed Problem,High,Closed,11,5
TKT-200693,CUST-10387,Billing Issue,High,Resolved,12,1
TKT-200694,CUST-10388,Account Issue,Low,Closed,9,9
TKT-200695,CUST-10388,Service Outage,High,Closed,1,7
TKT-200696,CUST-10388,Technical Problem,High,Pending,10,6
TKT-200697,CUST-10389,Login Issue,High,Closed,10,7
TKT-200698,CUST-10390,Login Issue,Low,Pending,10,2
TKT-200699,CUST-10390,Technical Problem,Medium,Escalated,7,6
TKT-200700,CUST-10391,Account Issue,Medium,Closed,3,6
TKT-200701,CUST-10392,Feature Request,Low,Closed,5,2
TKT-200702,CUST-10392,Feature Request,High,Resolved,10,3
TKT-200703,CUST-10395,Account Issue,Medium,Closed,3,5
TKT-200704,CUST-10395,Login Issue,High,Closed,2,9
TKT-200705,CUST-10395,Technical Problem,High,Resolved,4,2
TKT-200706,CUST-10397,Cancellation Request,Medium,Resolved,9,7
TKT-200707,CUST-10397,Technical Problem,High,Pending,10,7
TKT-200708,CUST-10398,Feature Request,High,Pending,12,2
TKT-200709,CUST-10398,Service Outage,Low,Pending,11,7
TKT-200710,CUST-10400,Technical Problem,Medium,Resolved,13,6
TKT-200711,CUST-10400,Service Outage,High,Resolved,5,2
TKT-200712,CUST-10400,Account Issue,High,Pending,1,4
TKT-200713,CUST-10401,Feature Request,High,Escalated,1,8
TKT-200714,CUST-10402,Cancellation Request,High,Pending,11,10
TKT-200715,CUST-10404,Service Outage,Medium,Escalated,12,6
TKT-200716,CUST-10405,Service Outage,Medium,Closed,1,10
TKT-200717,CUST-10405,Technical Problem,High,Closed,14,4
TKT-200718,CUST-10405,Technical Problem,High,Closed,6,5
TKT-200719,CUST-10406,Login Issue,Medium,Pending,7,7
TKT-200720,CUST-10407,Login Issue,Low,Escalated,1,4
TKT-200721,CUST-10409,Technical Problem,Low,Resolved,1,2
TKT-200722,CUST-10409,Cancellation Request,High,Closed,4,7
TKT-200723,CUST-10410,Account Issue,High,Pending,11,8
TKT-200724,CUST-10410,Cancellation Request,Medium,Resolved,13,7
TKT-200725,CUST-10411,Cancellation Request,High,Closed,8,7
TKT-200726,CUST-10411,Account Issue,Medium,Pending,10,8
TKT-200727,CUST-10411,Feature Request,Low,Escalated,13,3
TKT-200728,CUST-10412,Speed Problem,Low,Pending,3,2
TKT-200729,CUST-10412,Feature Request,Medium,Pending,1,8
TKT-200730,CUST-10413,Speed Problem,Medium,Pending,13,6
TKT-200731,CUST-10414,Account Issue,Low,Pending,3,9
TKT-200732,CUST-10415,Login Issue,Low,Resolved,2,5
TKT-200733,CUST-10415,Technical Problem,Low,Resolved,8,9
TKT-200734,CUST-10415,Speed Problem,Low,Closed,12,5
TKT-200735,CUST-10415,Cancellation Request,High,Escalated,3,8
TKT-200736,CUST-10416,Login Issue,Medium,Escalated,2,10
TKT-200737,CUST-10416,Cancellation Request,High,Closed,6,9
TKT-200738,CUST-10416,Speed Problem,Medium,Closed,8,5
TKT-200739,CUST-10416,Account Issue,High,Resolved,1,1
TKT-200740,CUST-10417,Cancellation Request,High,Resolved,13,10
TKT-200741,CUST-10417,Login Issue,High,Escalated,14,10
TKT-200742,CUST-10417,Billing Issue,High,Escalated,13,5
TKT-200743,CUST-10418,Billing Issue,Medium,Resolved,6,3
TKT-200744,CUST-10419,Service Outage,Low,Pending,10,6
TKT-200745,CUST-10419,Technical Problem,High,Closed,1,7
TKT-200746,CUST-10419,Feature Request,High,Closed,2,5
TKT-200747,CUST-10420,Technical Problem,High,Escalated,2,4
TKT-200748,CUST-10422,Cancellation Request,Low,Pending,1,6
TKT-200749,CUST-10423,Cancellation Request,High,Closed,11,7
TKT-200750,CUST-10424,Cancellation Request,Low,Resolved,3,3
TKT-200751,CUST-10426,Cancellation Request,Medium,Pending,1,4
TKT-200752,CUST-10426,Billing Issue,Low,Closed,11,2
TKT-200753,CUST-10427,Billing Issue,High,Closed,7,6
TKT-200754,CUST-10428,Service Outage,Low,Closed,2,5
TKT-200755,CUST-10429,Technical Problem,Medium,Resolved,3,1
TKT-200756,CUST-10430,Account Issue,Low,Escalated,7,8
TKT-200757,CUST-10430,Account Issue,High,Escalated,2,7
TKT-200758,CUST-10431,Cancellation Request,Medium,Escalated,8,6
TKT-200759,CUST-10431,Feature Request,High,Escalated,10,7
TKT-200760,CUST-10431,Cancellation Request,Medium,Closed,2,8
TKT-200761,CUST-10431,Account Issue,Medium,Escalated,3,4
TKT-200762,CUST-10431,Cancellation Request,Low,Resolved,10,7
TKT-200763,CUST-10432,Cancellation Request,High,Pending,12,8
TKT-200764,CUST-10432,Speed Problem,High,Escalated,3,8
TKT-200765,CUST-10433,Technical Problem,Low,Pending,1,1
TKT-200766,CUST-10433,Billing Issue,Low,Closed,8,8
TKT-200767,CUST-10433,Feature Request,High,Resolved,1,5
TKT-200768,CUST-10433,Billing Issue,Low,Resolved,9,3
TKT-200769,CUST-10436,Cancellation Request,Medium,Closed,8,4
TKT-200770,CUST-10436,Login Issue,Low,Escalated,7,2
TKT-200771,CUST-10436,Login Issue,High,Escalated,12,5
TKT-200772,CUST-10437,Service Outage,Low,Pending,12,9
TKT-200773,CUST-10437,Technical Problem,Low,Closed,7,7
TKT-200774,CUST-10438,Account Issue,Medium,Escalated,9,8
TKT-200775,CUST-10439,Service Outage,Low,Pending,6,7
TKT-200776,CUST-10439,Technical Problem,Low,Closed,7,7
TKT-200777,CUST-10440,Service Outage,Medium,Pending,5,10
TKT-200778,CUST-10441,Billing Issue,Low,Escalated,9,9
TKT-200779,CUST-10443,Account Issue,High,Pending,7,3
TKT-200780,CUST-10443,Cancellation Request,Medium,Closed,6,9
TKT-200781,CUST-10444,Feature Request,Medium,Pending,8,5
TKT-200782,CUST-10446,Feature Request,High,Pending,1,2
TKT-200783,CUST-10446,Login Issue,Low,Resolved,3,3
TKT-200784,CUST-10447,Cancellation Request,High,Resolved,11,8
TKT-200785,CUST-10447,Feature Request,Low,Closed,11,3
TKT-200786,CUST-10448,Feature Request,Low,Closed,3,1
TKT-200787,CUST-10448,Feature Request,Medium,Escalated,3,1
TKT-200788,CUST-10449,Account Issue,Medium,Pending,13,10
TKT-200789,CUST-10449,Feature Request,Low,Escalated,7,4
TKT-200790,CUST-10451,Login Issue,Low,Closed,3,6
TKT-200791,CUST-10452,Feature Request,Low,Pending,5,1
TKT-200792,CUST-10452,Technical Problem,Medium,Escalated,1,10
TKT-200793,CUST-10452,Speed Problem,Low,Resolved,9,6
TKT-200794,CUST-10452,Speed Problem,Medium,Pending,10,4
TKT-200795,CUST-10453,Cancellation Request,Medium,Resolved,12,7
TKT-200796,CUST-10453,Speed Problem,Low,Pending,13,3
TKT-200797,CUST-10454,Login Issue,Low,Escalated,7,8
TKT-200798,CUST-10454,Speed Problem,High,Resolved,3,2
TKT-200799,CUST-10455,Speed Problem,High,Escalated,14,6
TKT-200800,CUST-10456,Billing Issue,Medium,Escalated,7,3
TKT-200801,CUST-10458,Service Outage,Low,Closed,13,3
TKT-200802,CUST-10459,Feature Request,Medium,Escalated,7,2
TKT-200803,CUST-10459,Cancellation Request,High,Escalated,6,6
